epoch,mean,median,std,min,max,count,q10,q90,sem,n_rep_mean,n_rep_median,n_rep_min,n_rep_max
0,0.00017175138920162253,0.00017135639557491232,2.200894518829238e-06,0.00016810204720418918,0.00017839146597652683,50,0.0001692320725854017,0.00017416582810322862,3.112534877880915e-07,16.0,16.0,16,16
100,0.00017231344853991336,0.00017219842142475363,1.6302733654609944e-06,0.00016923251367581752,0.00017754399040095057,50,0.00017055313529382442,0.0001740086812907893,2.3055547038105675e-07,16.0,16.0,16,16
200,0.00017354677606933811,0.00017354413888919236,1.3318329465235813e-06,0.0001699405151575421,0.00017735633901809378,50,0.00017199294788142704,0.00017488002349798156,1.8834962157889696e-07,16.0,16.0,16,16
300,0.00017417071843857715,0.00017425219428723185,1.0229087690633419e-06,0.00017083478113235243,0.00017643757737663925,50,0.00017294117006573677,0.0001753472639466919,1.4466114542797462e-07,16.0,16.0,16,16
400,0.00017443362654836957,0.00017455803560150913,9.339310643153155e-07,0.00017129298592190472,0.00017629279339559536,50,0.0001733709393448319,0.00017546465281892263,1.3207779774762585e-07,16.0,16.0,16,16
500,0.0001746936802036059,0.0001747339808495864,9.010185292428014e-07,0.00017171146251991487,0.00017636171111394652,50,0.00017375723659431502,0.00017573778627327617,1.2742326240046287e-07,16.0,16.0,16,16
600,0.00017507602727999614,0.00017498411362652983,1.0546142955602648e-06,0.00017213497102331105,0.00017741445633660615,50,0.0001738055491653763,0.00017649872924072475,1.491449839853874e-07,16.0,16.0,16,16
700,0.00017560568331348436,0.00017554294474880604,1.3815330662264472e-06,0.00017252321419338533,0.00017890520812101555,50,0.00017378402890881335,0.00017748167471922093,1.953782799124329e-07,16.0,16.0,16,16
800,0.0001762593810228311,0.00017624642939247017,1.7456393540687826e-06,0.00017288028688226072,0.0001800776649114486,50,0.00017413503632121176,0.00017851752022249312,2.4687068495362816e-07,16.0,16.0,16,16
900,0.00017697144218696247,0.00017713985558183806,2.0545642727399995e-06,0.00017259677740406353,0.0001810997856259697,50,0.000174615148350961,0.00017969387874561276,2.905592659276122e-07,16.0,16.0,16,16
1000,0.00017766749358606664,0.0001781132903463296,2.2676297316246814e-06,0.00017240271775008115,0.00018176863726229064,50,0.0001751503716283375,0.00018030728260591455,3.206912720904086e-07,16.0,16.0,16,16
1100,0.00017831116457802214,0.00017907049708610704,2.386353506663853e-06,0.00017234567387097372,0.00018225723292241447,50,0.00017537005226144354,0.00018091405352429978,3.374813493740615e-07,16.0,16.0,16,16
1200,0.0001788975563244425,0.00017973064295948553,2.4276617232409625e-06,0.00017242743922828176,0.00018265465737445945,50,0.0001758292623707126,0.00018140248798136346,3.433232133861408e-07,16.0,16.0,16,16
1300,0.00017943337248714158,0.00018029499046479124,2.404998711570968e-06,0.00017264525584647532,0.00018299099487744235,50,0.00017628290917574352,0.00018180403766967292,3.401181795393482e-07,16.0,16.0,16,16
1400,0.00017992962908932136,0.0001809266226737611,2.3259358816536033e-06,0.0001729908798932489,0.00018327491890291365,50,0.00017673757743600526,0.0001821536204982099,3.289370069044748e-07,16.0,16.0,16,16
1500,0.00018039696676612138,0.00018132420727148303,2.195651359647352e-06,0.0001734489587978361,0.0001835101032134585,50,0.00017720453829047912,0.00018238415404533924,3.105119931056211e-07,16.0,16.0,16,16
1600,0.00018083880609888776,0.0001816632545691373,2.033137401403624e-06,0.00017399618132622445,0.00018370002817281387,50,0.00017804782675654303,0.00018266975248479414,2.875290487232996e-07,16.0,16.0,16,16
1700,0.00018124685207599652,0.00018187519248777373,1.8721714470465848e-06,0.00017460244875636903,0.00018384894177150672,50,0.00017872182280328515,0.00018297927073900334,2.647650251500943e-07,16.0,16.0,16,16
1800,0.00018161180057408032,0.00018214645151441483,1.7282293539102833e-06,0.00017523447936423672,0.0001839617044204728,50,0.00017925622468650275,0.00018327077536112917,2.444085391191214e-07,16.0,16.0,16,16
