epoch,mean,median,std,min,max,count,q10,q90,sem,n_rep_mean,n_rep_median,n_rep_min,n_rep_max
0,0.00017175138920160946,0.00017135639557491232,2.2008945188219406e-06,0.00016810204720418918,0.00017839146597652683,50,0.00016923207258538,0.00017416582810322862,3.1125348778705955e-07,16.0,16.0,16,16
100,0.00017231344853990468,0.00017219842142464505,1.6302733654546864e-06,0.00016923251367581752,0.00017754399040095057,50,0.00017055313529382442,0.0001740086812907893,2.3055547038016467e-07,16.0,16.0,16,16
200,0.0001735467760693251,0.00017354413888919236,1.3318329465249597e-06,0.0001699405151575421,0.00017735633901809378,50,0.00017199294788121004,0.00017488002349798156,1.8834962157909188e-07,16.0,16.0,16,16
300,0.00017417071843857281,0.00017425219428712337,1.0229087690594917e-06,0.00017083478113235243,0.00017643757737663925,50,0.00017294117006573677,0.00017534726394649664,1.4466114542743013e-07,16.0,16.0,16,16
400,0.00017443362654834355,0.00017455803560150913,9.339310643149438e-07,0.00017129298592190472,0.00017629279339559536,50,0.0001733709393448319,0.00017546465281872742,1.3207779774757328e-07,16.0,16.0,16,16
500,0.00017469368020361025,0.0001747339808495864,9.010185292501361e-07,0.00017171146251991487,0.00017636171111394652,50,0.00017375723659431502,0.00017573778627327617,1.2742326240150017e-07,16.0,16.0,16,16
600,0.00017507602727998746,0.0001749841136266383,1.0546142955682955e-06,0.00017213497102331105,0.00017741445633660615,50,0.0001738055491653763,0.00017649872924072475,1.4914498398652312e-07,16.0,16.0,16,16
700,0.00017560568331348003,0.00017554294474891446,1.3815330662160547e-06,0.00017252321419338533,0.00017890520812101555,50,0.00017378402890881335,0.00017748167471919924,1.9537827991096318e-07,16.0,16.0,16,16
800,0.00017625938102283978,0.00017624642939247017,1.7456393540557075e-06,0.00017288028688247766,0.0001800776649114486,50,0.00017413503632103823,0.00017851752022249312,2.468706849517791e-07,16.0,16.0,16,16
900,0.0001769714421869451,0.00017713985558194653,2.054564272717433e-06,0.00017259677740406353,0.0001810997856257528,50,0.00017461514835098268,0.00017969387874543918,2.905592659244208e-07,16.0,16.0,16,16
1000,0.0001777360124732911,0.00017780305379398183,2.2341456787970426e-06,0.00017260610260878562,0.0001823357803638064,50,0.00017511198730158184,0.0001802714739549951,3.159559119272022e-07,20.0,20.0,20,20
