path,filename,kind,interface_layers,boundary_layers,reset,trial,file_size_bytes
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL1.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL1.json,reduced,1,3,False,1,31443911
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL10.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL10.json,reduced,1,3,False,10,31449199
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL2.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL2.json,reduced,1,3,False,2,31440990
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL3.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL3.json,reduced,1,3,False,3,31446953
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL4.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL4.json,reduced,1,3,False,4,31441540
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL5.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL5.json,reduced,1,3,False,5,31442353
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL6.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL6.json,reduced,1,3,False,6,31446178
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL7.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL7.json,reduced,1,3,False,7,31447548
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL8.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL8.json,reduced,1,3,False,8,31449601
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL9.json,pinn-history-2d-alloy-neumann-reduced-IL1-BL3-TRIAL9.json,reduced,1,3,False,9,31448496
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL1.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL1.json,reduced,2,1,True,1,31273196
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL10.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL10.json,reduced,2,1,True,10,31296247
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL2.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL2.json,reduced,2,1,True,2,31430996
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL3.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL3.json,reduced,2,1,True,3,31278200
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL4.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL4.json,reduced,2,1,True,4,31360213
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL5.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL5.json,reduced,2,1,True,5,31167023
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL6.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL6.json,reduced,2,1,True,6,31427599
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL7.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL7.json,reduced,2,1,True,7,31313047
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL8.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL8.json,reduced,2,1,True,8,31274606
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL9.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-RESET-TRIAL9.json,reduced,2,1,True,9,31108148
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-TRIAL1.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-TRIAL1.json,reduced,2,1,False,1,31401962
/export/data01/scratch2/mohan227/multiscale_pinn/pinn_history/pinn-history-2d-alloy-neumann-reduced-IL2-BL1-TRIAL10.json,pinn-history-2d-alloy-neumann-reduced-IL2-BL1-TRIAL10.json,reduced,2,1,False,10,31428438
