2D two-material triangular LJ lattice

2450 atoms
2 atom types

-5.0000000000000000 59.4394093430045913 xlo xhi
-5.0000000000000000 52.6319517823718073 ylo yhi
-10.0000000000000000 10.0000000000000000 zlo zhi # large z-thickness for periodic z in 2D

Masses

1 1.0000000000000000
2 1.0000000000000000

Atoms # atomic

1 1 0.0000000000000000 0.0000000000000000 0.0
2 1 1.1224620483093730 0.0000000000000000 0.0
3 1 2.2449240966187460 0.0000000000000000 0.0
4 1 3.3673861449281191 0.0000000000000000 0.0
5 1 4.4898481932374921 0.0000000000000000 0.0
6 1 5.6123102415468651 0.0000000000000000 0.0
7 1 6.7347722898562381 0.0000000000000000 0.0
8 1 7.8572343381656111 0.0000000000000000 0.0
9 1 8.9796963864749841 0.0000000000000000 0.0
10 1 10.1021584347843572 0.0000000000000000 0.0
11 1 11.2246204830937302 0.0000000000000000 0.0
12 1 12.3470825314031032 0.0000000000000000 0.0
13 1 13.4695445797124762 0.0000000000000000 0.0
14 1 14.5920066280218492 0.0000000000000000 0.0
15 1 15.7144686763312222 0.0000000000000000 0.0
16 1 16.8369307246405953 0.0000000000000000 0.0
17 1 17.9593927729499683 0.0000000000000000 0.0
18 1 19.0818548212593413 0.0000000000000000 0.0
19 1 20.2043168695687143 0.0000000000000000 0.0
20 1 21.3267789178780873 0.0000000000000000 0.0
21 1 22.4492409661874603 0.0000000000000000 0.0
22 1 23.5717030144968334 0.0000000000000000 0.0
23 1 24.6941650628062064 0.0000000000000000 0.0
24 1 25.8166271111155794 0.0000000000000000 0.0
25 1 26.9390891594249524 0.0000000000000000 0.0
26 2 28.0615512077343254 0.0000000000000000 0.0
27 2 29.1840132560436984 0.0000000000000000 0.0
28 2 30.3064753043530715 0.0000000000000000 0.0
29 2 31.4289373526624445 0.0000000000000000 0.0
30 2 32.5513994009718175 0.0000000000000000 0.0
31 2 33.6738614492811905 0.0000000000000000 0.0
32 2 34.7963234975905635 0.0000000000000000 0.0
33 2 35.9187855458999366 0.0000000000000000 0.0
34 2 37.0412475942093096 0.0000000000000000 0.0
35 2 38.1637096425186826 0.0000000000000000 0.0
36 2 39.2861716908280556 0.0000000000000000 0.0
37 2 40.4086337391374286 0.0000000000000000 0.0
38 2 41.5310957874468016 0.0000000000000000 0.0
39 2 42.6535578357561747 0.0000000000000000 0.0
40 2 43.7760198840655477 0.0000000000000000 0.0
41 2 44.8984819323749207 0.0000000000000000 0.0
42 2 46.0209439806842937 0.0000000000000000 0.0
43 2 47.1434060289936667 0.0000000000000000 0.0
44 2 48.2658680773030397 0.0000000000000000 0.0
45 2 49.3883301256124128 0.0000000000000000 0.0
46 2 50.5107921739217858 0.0000000000000000 0.0
47 2 51.6332542222311588 0.0000000000000000 0.0
48 2 52.7557162705405318 0.0000000000000000 0.0
49 2 53.8781783188499048 0.0000000000000000 0.0
50 1 0.5612310241546865 0.9720806486198328 0.0
51 1 1.6836930724640595 0.9720806486198328 0.0
52 1 2.8061551207734325 0.9720806486198328 0.0
53 1 3.9286171690828056 0.9720806486198328 0.0
54 1 5.0510792173921786 0.9720806486198328 0.0
55 1 6.1735412657015516 0.9720806486198328 0.0
56 1 7.2960033140109246 0.9720806486198328 0.0
57 1 8.4184653623202976 0.9720806486198328 0.0
58 1 9.5409274106296706 0.9720806486198328 0.0
59 1 10.6633894589390437 0.9720806486198328 0.0
60 1 11.7858515072484167 0.9720806486198328 0.0
61 1 12.9083135555577897 0.9720806486198328 0.0
62 1 14.0307756038671627 0.9720806486198328 0.0
63 1 15.1532376521765357 0.9720806486198328 0.0
64 1 16.2756997004859087 0.9720806486198328 0.0
65 1 17.3981617487952818 0.9720806486198328 0.0
66 1 18.5206237971046548 0.9720806486198328 0.0
67 1 19.6430858454140278 0.9720806486198328 0.0
68 1 20.7655478937234008 0.9720806486198328 0.0
69 1 21.8880099420327738 0.9720806486198328 0.0
70 1 23.0104719903421469 0.9720806486198328 0.0
71 1 24.1329340386515199 0.9720806486198328 0.0
72 1 25.2553960869608929 0.9720806486198328 0.0
73 1 26.3778581352702659 0.9720806486198328 0.0
74 2 27.5003201835796389 0.9720806486198328 0.0
75 2 28.6227822318890119 0.9720806486198328 0.0
76 2 29.7452442801983850 0.9720806486198328 0.0
77 2 30.8677063285077580 0.9720806486198328 0.0
78 2 31.9901683768171310 0.9720806486198328 0.0
79 2 33.1126304251265040 0.9720806486198328 0.0
80 2 34.2350924734358770 0.9720806486198328 0.0
81 2 35.3575545217452500 0.9720806486198328 0.0
82 2 36.4800165700546231 0.9720806486198328 0.0
83 2 37.6024786183639961 0.9720806486198328 0.0
84 2 38.7249406666733691 0.9720806486198328 0.0
85 2 39.8474027149827421 0.9720806486198328 0.0
86 2 40.9698647632921151 0.9720806486198328 0.0
87 2 42.0923268116014881 0.9720806486198328 0.0
88 2 43.2147888599108612 0.9720806486198328 0.0
89 2 44.3372509082202342 0.9720806486198328 0.0
90 2 45.4597129565296072 0.9720806486198328 0.0
91 2 46.5821750048389802 0.9720806486198328 0.0
92 2 47.7046370531483532 0.9720806486198328 0.0
93 2 48.8270991014577262 0.9720806486198328 0.0
94 2 49.9495611497670993 0.9720806486198328 0.0
95 2 51.0720231980764723 0.9720806486198328 0.0
96 2 52.1944852463858453 0.9720806486198328 0.0
97 2 53.3169472946952183 0.9720806486198328 0.0
98 2 54.4394093430045913 0.9720806486198328 0.0
99 1 0.0000000000000000 1.9441612972396656 0.0
100 1 1.1224620483093730 1.9441612972396656 0.0
101 1 2.2449240966187460 1.9441612972396656 0.0
102 1 3.3673861449281191 1.9441612972396656 0.0
103 1 4.4898481932374921 1.9441612972396656 0.0
104 1 5.6123102415468651 1.9441612972396656 0.0
105 1 6.7347722898562381 1.9441612972396656 0.0
106 1 7.8572343381656111 1.9441612972396656 0.0
107 1 8.9796963864749841 1.9441612972396656 0.0
108 1 10.1021584347843572 1.9441612972396656 0.0
109 1 11.2246204830937302 1.9441612972396656 0.0
110 1 12.3470825314031032 1.9441612972396656 0.0
111 1 13.4695445797124762 1.9441612972396656 0.0
112 1 14.5920066280218492 1.9441612972396656 0.0
113 1 15.7144686763312222 1.9441612972396656 0.0
114 1 16.8369307246405953 1.9441612972396656 0.0
115 1 17.9593927729499683 1.9441612972396656 0.0
116 1 19.0818548212593413 1.9441612972396656 0.0
117 1 20.2043168695687143 1.9441612972396656 0.0
118 1 21.3267789178780873 1.9441612972396656 0.0
119 1 22.4492409661874603 1.9441612972396656 0.0
120 1 23.5717030144968334 1.9441612972396656 0.0
121 1 24.6941650628062064 1.9441612972396656 0.0
122 1 25.8166271111155794 1.9441612972396656 0.0
123 1 26.9390891594249524 1.9441612972396656 0.0
124 2 28.0615512077343254 1.9441612972396656 0.0
125 2 29.1840132560436984 1.9441612972396656 0.0
126 2 30.3064753043530715 1.9441612972396656 0.0
127 2 31.4289373526624445 1.9441612972396656 0.0
128 2 32.5513994009718175 1.9441612972396656 0.0
129 2 33.6738614492811905 1.9441612972396656 0.0
130 2 34.7963234975905635 1.9441612972396656 0.0
131 2 35.9187855458999366 1.9441612972396656 0.0
132 2 37.0412475942093096 1.9441612972396656 0.0
133 2 38.1637096425186826 1.9441612972396656 0.0
134 2 39.2861716908280556 1.9441612972396656 0.0
135 2 40.4086337391374286 1.9441612972396656 0.0
136 2 41.5310957874468016 1.9441612972396656 0.0
137 2 42.6535578357561747 1.9441612972396656 0.0
138 2 43.7760198840655477 1.9441612972396656 0.0
139 2 44.8984819323749207 1.9441612972396656 0.0
140 2 46.0209439806842937 1.9441612972396656 0.0
141 2 47.1434060289936667 1.9441612972396656 0.0
142 2 48.2658680773030397 1.9441612972396656 0.0
143 2 49.3883301256124128 1.9441612972396656 0.0
144 2 50.5107921739217858 1.9441612972396656 0.0
145 2 51.6332542222311588 1.9441612972396656 0.0
146 2 52.7557162705405318 1.9441612972396656 0.0
147 2 53.8781783188499048 1.9441612972396656 0.0
148 1 0.5612310241546865 2.9162419458594986 0.0
149 1 1.6836930724640595 2.9162419458594986 0.0
150 1 2.8061551207734325 2.9162419458594986 0.0
151 1 3.9286171690828056 2.9162419458594986 0.0
152 1 5.0510792173921786 2.9162419458594986 0.0
153 1 6.1735412657015516 2.9162419458594986 0.0
154 1 7.2960033140109246 2.9162419458594986 0.0
155 1 8.4184653623202976 2.9162419458594986 0.0
156 1 9.5409274106296706 2.9162419458594986 0.0
157 1 10.6633894589390437 2.9162419458594986 0.0
158 1 11.7858515072484167 2.9162419458594986 0.0
159 1 12.9083135555577897 2.9162419458594986 0.0
160 1 14.0307756038671627 2.9162419458594986 0.0
161 1 15.1532376521765357 2.9162419458594986 0.0
162 1 16.2756997004859087 2.9162419458594986 0.0
163 1 17.3981617487952818 2.9162419458594986 0.0
164 1 18.5206237971046548 2.9162419458594986 0.0
165 1 19.6430858454140278 2.9162419458594986 0.0
166 1 20.7655478937234008 2.9162419458594986 0.0
167 1 21.8880099420327738 2.9162419458594986 0.0
168 1 23.0104719903421469 2.9162419458594986 0.0
169 1 24.1329340386515199 2.9162419458594986 0.0
